gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation,age,month,Age_class,N_transactions,online_orders,approved_orders,avg_price,avg_cost,profit,lastest_purchase_days_ago,Giant_Bicycles,Norco_Bicycles,OHM_Bicycles,Solex,Trek_Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high_class,low_class,medium_class,large_size,medium_size,small_size,earliest_purchase_days_ago,profit_class,frequency,recency,fav_brand
Male,55.0,Geological Engineer,Manufacturing,Mass Customer,0.0,1.0,8.0,2208.0,NSW,10.0,42.0,12.0,2,5,2,5,1139.8899999999999,641.758,2490.66,13,0,3,1,1,0,0,1,0,4,0,1,1,3,0,4,1,289,Gold,2,5,Norco_Bicycles
Male,99.0,Product Engineer,Health,High Net Worth,0.0,1.0,16.0,3160.0,VIC,7.0,31.0,6.0,1,6,2,6,1268.7250000000001,571.8916666666668,4181.0,85,0,0,1,3,1,1,0,3,3,0,0,0,6,4,2,0,353,Platinum,3,2,Solex
Male,50.0,Administrative Assistant I,Entertainment,Mass Customer,0.0,1.0,13.0,3754.0,VIC,6.0,50.0,5.0,3,5,4,5,851.336,331.19000000000005,2600.73,113,0,0,0,2,0,3,0,0,5,0,0,1,4,0,4,1,310,Gold,2,1,WeareA2B
Female,59.0,Executive Secretary,Argiculture,High Net Worth,0.0,1.0,6.0,4814.0,QLD,2.0,40.0,6.0,2,7,1,7,1126.2957142857142,417.99571428571426,4958.1,64,1,0,1,2,0,3,0,2,3,2,1,0,6,2,5,0,318,Diamond,4,2,WeareA2B
Female,68.0,Quality Control Specialist,Manufacturing,Mass Customer,0.0,0.0,20.0,4017.0,QLD,5.0,43.0,5.0,2,7,5,7,1429.9871428571428,537.8085714285714,6245.25,85,3,1,0,2,1,0,0,2,4,1,1,1,5,3,4,0,338,Diamond,4,2,Giant_Bicycles
Male,13.0,Administrative Officer,Property,High Net Worth,0.0,0.0,17.0,4118.0,QLD,5.0,64.0,9.0,4,14,6,14,1041.3349999999998,506.1042857142857,7493.2300000000005,14,0,6,1,2,1,4,0,4,9,1,2,1,11,4,8,2,319,Diamond,5,5,Norco_Bicycles
Male,25.0,Electrical Engineer,Manufacturing,Affluent Customer,0.0,1.0,10.0,2530.0,NSW,9.0,44.0,3.0,2,1,0,1,2005.66,1203.4,802.26,40,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,40,Bronze,1,3,OHM_Bicycles
Male,85.0,Senior Cost Accountant,Financial Services,Affluent Customer,0.0,1.0,10.0,4370.0,QLD,6.0,54.0,7.0,3,6,3,6,720.6133333333333,348.6966666666667,2231.5000000000005,114,1,0,1,2,0,2,0,1,5,0,1,0,5,2,4,0,270,Silver,3,1,Solex
Female,81.0,Community Outreach Specialist,Retail,Mass Customer,0.0,0.0,5.0,3195.0,VIC,9.0,24.0,11.0,0,6,5,6,488.8616666666667,200.15166666666667,1732.2599999999998,2,0,0,2,3,1,0,0,2,4,0,2,1,3,3,3,0,349,Silver,3,5,Solex
Female,3.0,Nuclear Power Engineer,Manufacturing,High Net Worth,0.0,1.0,16.0,4655.0,QLD,2.0,49.0,12.0,2,5,1,5,1356.3,679.8199999999999,3382.4000000000005,42,2,1,0,1,1,0,0,1,3,1,1,0,4,2,2,1,201,Platinum,2,3,Giant_Bicycles
Female,71.0,Chief Design Engineer,Manufacturing,Mass Customer,0.0,1.0,12.0,3023.0,VIC,7.0,42.0,1.0,2,7,3,7,832.1999999999999,284.1657142857143,3836.24,20,1,2,1,0,1,2,0,1,5,1,1,1,5,1,6,0,361,Platinum,4,4,Norco_Bicycles
Male,95.0,Pharmacist,Health,Mass Customer,0.0,1.0,10.0,2145.0,NSW,9.0,67.0,12.0,4,3,2,3,1036.8966666666665,569.9533333333334,1400.8299999999997,232,0,1,0,0,0,2,0,1,2,0,0,1,2,1,2,0,343,Bronze,1,1,WeareA2B
Female,54.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,10.0,2560.0,NSW,7.0,33.0,6.0,1,5,3,4,605.388,411.45799999999997,969.6500000000001,69,0,0,3,0,2,0,2,0,3,0,1,2,2,0,5,0,257,Bronze,2,2,OHM_Bicycles
Female,77.0,Senior Quality Engineer,Property,Mass Customer,0.0,1.0,14.0,2444.0,NSW,7.0,41.0,10.0,2,5,2,5,1080.324,651.722,2143.0099999999993,24,0,0,0,0,3,2,1,1,3,0,0,2,3,1,1,3,300,Silver,2,4,Trek_Bicycles
Male,93.0,Help Desk Technician,Manufacturing,Mass Customer,0.0,1.0,12.0,2880.0,NSW,1.0,65.0,7.0,4,5,3,5,994.9680000000002,804.358,953.05,4,2,0,1,1,1,0,1,2,2,0,0,1,4,0,3,2,243,Bronze,2,5,Giant_Bicycles
Female,77.0,Structural Engineer,Manufacturing,Mass Customer,0.0,1.0,5.0,2063.0,NSW,12.0,67.0,3.0,4,2,2,2,1623.21,1030.285,1185.85,229,1,0,0,1,0,0,0,0,2,0,1,0,1,1,1,0,292,Bronze,1,1,Giant_Bicycles
Male,92.0,Operator,IT,Affluent Customer,0.0,1.0,14.0,3806.0,VIC,7.0,43.0,1.0,2,4,1,4,744.6600000000001,199.4725,2180.75,98,1,0,1,0,1,1,0,0,4,0,1,0,3,0,4,0,338,Silver,1,2,Giant_Bicycles
Female,32.0,Senior Financial Analyst,Financial Services,Mass Customer,0.0,1.0,7.0,2114.0,NSW,8.0,32.0,11.0,1,6,3,6,1150.065,687.6516666666665,2774.48,18,2,0,0,0,1,3,0,0,6,0,0,0,6,1,3,2,363,Gold,3,4,WeareA2B
Female,42.0,Speech Pathologist,Retail,Mass Customer,0.0,0.0,15.0,2102.0,NSW,9.0,44.0,6.0,2,8,5,8,1426.395,569.5387499999999,6854.85,40,2,1,1,2,1,1,0,3,5,0,2,1,5,2,6,0,348,Diamond,5,3,Giant_Bicycles
Male,28.0,Business Systems Development Analyst,Health,Mass Customer,0.0,1.0,5.0,2120.0,NSW,10.0,33.0,10.0,1,4,1,4,1523.8775,1155.28,1474.39,84,1,1,0,0,1,1,0,1,2,1,1,1,2,1,0,3,301,Bronze,1,2,Giant_Bicycles
Male,74.0,Clinical Specialist,Health,Mass Customer,0.0,0.0,14.0,3101.0,VIC,7.0,43.0,5.0,2,5,4,5,609.112,291.332,1588.9,105,0,1,1,1,0,2,0,0,5,0,2,0,3,0,4,1,314,Silver,2,1,WeareA2B
Male,35.0,Design Engineer,Manufacturing,High Net Worth,0.0,0.0,9.0,2770.0,NSW,9.0,47.0,2.0,2,10,4,10,1266.135,422.392,8437.43,7,2,2,1,3,1,1,0,2,7,1,2,2,6,4,6,0,306,Diamond,5,5,Solex
Male,56.0,Assistant Media Planner,Entertainment,Mass Customer,0.0,1.0,17.0,2203.0,NSW,11.0,39.0,8.0,1,3,3,3,1265.3633333333335,497.6966666666667,2303.0,54,1,0,0,0,0,2,0,0,3,0,0,0,3,1,1,1,261,Silver,1,3,WeareA2B
Female,98.0,Senior Sales Associate,Manufacturing,High Net Worth,0.0,0.0,16.0,2166.0,NSW,9.0,46.0,8.0,2,7,6,6,963.4842857142858,444.5857142857143,3632.29,95,2,1,2,2,0,0,0,1,6,0,2,1,4,1,6,0,315,Platinum,4,2,Giant_Bicycles
Female,89.0,Assistant Professor,IT,Affluent Customer,0.0,0.0,17.0,2560.0,NSW,8.0,67.0,11.0,4,8,1,8,687.13875,408.04125000000005,2232.7799999999997,31,0,2,2,3,0,1,0,1,7,0,0,2,6,1,6,1,324,Silver,5,4,Solex
Male,29.0,Web Developer II,Manufacturing,Mass Customer,0.0,1.0,21.0,4551.0,QLD,7.0,40.0,8.0,2,5,3,5,419.104,277.592,707.5600000000002,196,0,1,1,3,0,0,1,0,4,0,0,2,3,0,4,1,308,Bronze,2,1,Solex
Male,33.0,Administrative Assistant IV,Property,Affluent Customer,0.0,0.0,12.0,4171.0,QLD,9.0,52.0,4.0,3,4,3,4,1066.3600000000001,321.0125,2981.3900000000003,46,0,0,1,1,0,2,0,0,4,0,0,0,4,0,4,0,360,Gold,1,3,WeareA2B
Female,70.0,Software Test Engineer III,Retail,High Net Worth,0.0,0.0,8.0,2093.0,NSW,11.0,43.0,2.0,2,8,7,8,1247.7387500000002,819.83875,3423.2000000000003,7,2,3,1,0,2,0,1,3,4,0,2,1,5,1,4,3,227,Platinum,5,5,Norco_Bicycles
Female,77.0,Account Representative I,Retail,Mass Customer,0.0,0.0,14.0,4055.0,QLD,7.0,47.0,8.0,2,3,2,3,1282.6899999999998,562.44,2160.75,175,1,0,1,1,0,0,0,1,2,0,1,0,2,1,2,0,265,Silver,1,1,Giant_Bicycles
Female,35.0,Senior Developer,Property,High Net Worth,0.0,1.0,17.0,4165.0,QLD,6.0,63.0,12.0,4,3,2,3,845.29,589.8166666666666,766.4200000000001,23,1,0,0,1,0,1,0,0,3,0,0,0,3,0,2,1,319,Bronze,1,4,Giant_Bicycles
Female,80.0,Actuary,Financial Services,Mass Customer,0.0,1.0,10.0,2566.0,NSW,9.0,49.0,7.0,2,7,3,7,1097.8742857142859,838.7500000000001,1813.87,18,0,1,3,2,1,0,0,3,4,0,2,1,4,1,3,3,330,Silver,4,4,OHM_Bicycles
Female,6.0,Structural Engineer,Manufacturing,Mass Customer,0.0,1.0,11.0,3046.0,VIC,9.0,56.0,8.0,3,5,3,5,839.2520000000001,436.326,2014.63,14,0,1,2,2,0,0,0,2,3,0,0,0,5,1,4,0,310,Silver,2,5,OHM_Bicycles
Male,80.0,Budget/Accounting Analyst I,Health,Affluent Customer,0.0,1.0,10.0,2760.0,NSW,7.0,53.0,7.0,3,4,3,4,1237.75,585.3725,2609.51,108,0,1,0,0,2,1,0,2,2,0,0,1,3,1,3,0,339,Gold,1,1,Trek_Bicycles
Male,52.0,Business Systems Development Analyst,Property,Mass Customer,0.0,0.0,2.0,4060.0,QLD,9.0,20.0,4.0,0,5,2,5,1091.636,437.448,3270.9399999999996,93,2,0,0,1,1,1,0,1,4,0,1,0,4,2,3,0,284,Gold,2,2,Giant_Bicycles
Female,45.0,VP Marketing,Financial Services,High Net Worth,0.0,0.0,3.0,2112.0,NSW,11.0,40.0,8.0,2,9,7,9,1143.9233333333332,772.7733333333334,3340.35,12,1,1,1,2,4,0,0,2,7,0,1,0,8,2,4,3,353,Platinum,5,5,Trek_Bicycles
Female,97.0,Business Systems Development Analyst,Health,Affluent Customer,0.0,0.0,9.0,2207.0,NSW,11.0,66.0,1.0,4,4,3,4,1398.6025,489.36,3636.97,106,0,0,0,2,2,0,0,1,3,0,0,2,2,1,3,0,315,Platinum,1,1,Solex
Female,77.0,Biostatistician III,Health,Affluent Customer,0.0,1.0,8.0,2880.0,NSW,1.0,34.0,6.0,1,4,0,4,1351.25,484.28000000000003,3467.88,47,1,0,1,1,0,1,0,0,3,1,0,0,4,1,3,0,342,Platinum,1,3,Giant_Bicycles
Male,98.0,Information Systems Manager,Manufacturing,Mass Customer,0.0,0.0,3.0,2300.0,NSW,8.0,24.0,11.0,0,10,8,10,1294.897,638.006,6568.91,56,1,3,1,3,1,1,0,1,9,0,4,1,5,4,4,2,266,Diamond,5,3,Norco_Bicycles
Male,99.0,Help Desk Technician,Financial Services,Mass Customer,0.0,0.0,7.0,4341.0,QLD,2.0,49.0,7.0,2,8,3,8,1039.2375,562.67125,3812.53,25,1,2,0,3,1,1,0,1,6,1,3,0,5,3,4,1,247,Platinum,5,4,Solex
Male,43.0,Human Resources Manager,Manufacturing,Mass Customer,0.0,1.0,7.0,3250.0,VIC,4.0,47.0,4.0,2,6,3,6,1385.84,438.9566666666667,5681.299999999999,111,0,0,1,3,2,0,0,0,6,0,0,0,6,2,4,0,287,Diamond,3,1,Solex
Male,20.0,Technical Writer,Financial Services,Mass Customer,0.0,1.0,4.0,2087.0,NSW,11.0,29.0,7.0,0,4,2,4,1345.2975000000001,807.125,2152.6899999999996,32,0,3,0,0,1,0,0,1,3,0,0,0,4,1,2,1,339,Silver,1,4,Norco_Bicycles
Male,3.0,Web Developer I,Manufacturing,High Net Worth,0.0,1.0,19.0,4655.0,QLD,6.0,52.0,5.0,3,6,2,6,922.6783333333333,656.9549999999999,1594.34,111,1,0,1,3,0,1,0,0,6,0,2,0,4,1,4,1,281,Silver,3,1,Solex
Male,55.0,Structural Analysis Engineer,Property,Mass Customer,0.0,0.0,12.0,2033.0,NSW,12.0,42.0,7.0,2,7,3,7,1171.8985714285716,624.59,3831.16,106,0,1,2,3,0,1,0,3,3,1,1,1,5,2,5,0,301,Platinum,4,1,Solex
Male,25.0,Senior Financial Analyst,Financial Services,High Net Worth,0.0,1.0,17.0,3111.0,VIC,10.0,45.0,8.0,2,3,1,3,1471.3499999999997,853.5833333333335,1853.2999999999997,46,1,0,0,1,1,0,0,1,2,0,0,2,1,0,2,1,159,Silver,1,3,Giant_Bicycles
Female,24.0,Business Systems Development Analyst,Retail,Affluent Customer,0.0,1.0,3.0,2118.0,NSW,10.0,26.0,3.0,0,3,1,3,1588.1733333333334,712.0333333333333,2628.42,24,1,1,0,1,0,0,0,0,3,0,1,1,1,1,1,1,322,Gold,1,4,Giant_Bicycles
Female,42.0,Registered Nurse,Health,Mass Customer,0.0,0.0,19.0,4070.0,QLD,5.0,53.0,5.0,3,3,3,3,659.6433333333333,384.56,825.2499999999999,83,0,2,0,0,0,1,0,0,3,0,0,1,2,0,3,0,333,Bronze,1,2,Norco_Bicycles
Female,1.0,Research Nurse,Health,Mass Customer,0.0,1.0,9.0,2760.0,NSW,6.0,42.0,10.0,2,3,1,3,1604.466666666667,622.5166666666668,2945.8500000000004,145,0,0,0,0,1,2,0,0,3,0,0,1,2,0,3,0,302,Gold,1,1,WeareA2B
Female,53.0,Recruiting Manager,Manufacturing,Mass Customer,0.0,1.0,19.0,3071.0,VIC,10.0,66.0,8.0,4,5,4,5,1507.694,580.35,4636.719999999999,70,1,1,0,1,1,1,1,0,2,2,0,1,4,3,0,2,339,Diamond,2,2,Giant_Bicycles
Male,76.0,Senior Developer,Manufacturing,Mass Customer,0.0,1.0,5.0,4825.0,QLD,2.0,41.0,10.0,2,4,4,4,621.8050000000001,507.64750000000004,456.62999999999994,108,0,0,2,0,1,1,0,1,2,1,1,1,2,0,3,1,233,Bronze,1,1,OHM_Bicycles
Male,71.0,Accountant III,Retail,Affluent Customer,0.0,1.0,10.0,4551.0,QLD,6.0,46.0,5.0,2,5,3,5,899.258,442.54799999999994,2283.55,11,0,2,1,0,1,1,0,0,5,0,0,1,4,0,4,1,360,Silver,2,5,Norco_Bicycles
Female,35.0,Chemical Engineer,Manufacturing,High Net Worth,0.0,1.0,3.0,3342.0,VIC,7.0,21.0,8.0,0,3,2,3,1140.7666666666667,438.96999999999997,2105.3900000000003,208,1,1,0,0,0,1,0,0,3,0,0,0,3,0,3,0,350,Silver,1,1,Giant_Bicycles
Male,42.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,0.0,14.0,2262.0,NSW,9.0,44.0,2.0,2,7,1,6,1208.297142857143,816.17,2744.8900000000003,24,1,0,3,0,0,3,0,1,6,0,1,0,6,0,5,2,261,Gold,4,4,OHM_Bicycles
Female,28.0,VP Marketing,Financial Services,Mass Customer,0.0,1.0,9.0,4205.0,QLD,4.0,59.0,10.0,3,9,7,9,943.6422222222222,435.6388888888889,4572.030000000001,14,2,1,2,3,0,1,0,0,8,1,2,0,7,1,8,0,355,Diamond,5,5,Solex
Male,84.0,Help Desk Technician,Retail,Mass Customer,0.0,1.0,8.0,2190.0,NSW,10.0,51.0,5.0,3,6,2,6,730.8283333333334,360.43333333333334,2222.37,184,0,2,1,1,1,1,2,0,4,0,0,2,4,1,3,2,339,Silver,3,1,Norco_Bicycles
Male,25.0,Cost Accountant,Financial Services,Mass Customer,0.0,0.0,8.0,3500.0,VIC,2.0,28.0,10.0,0,1,0,1,1977.36,1759.85,217.51,303,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,303,Bronze,1,1,Giant_Bicycles
Male,89.0,Software Test Engineer II,Manufacturing,Mass Customer,0.0,0.0,8.0,2138.0,NSW,9.0,52.0,2.0,3,6,5,6,1006.5183333333334,595.3283333333333,2467.1400000000003,53,1,1,1,2,1,0,1,1,4,0,0,2,4,1,4,1,273,Gold,3,3,Solex
Female,60.0,Technical Writer,Manufacturing,Affluent Customer,0.0,1.0,16.0,3523.0,VIC,2.0,40.0,7.0,2,7,4,7,1250.2471428571428,593.102857142857,4600.01,40,1,0,3,3,0,0,0,0,5,2,2,1,4,1,6,0,284,Diamond,4,3,OHM_Bicycles
Male,81.0,Senior Editor,Financial Services,Affluent Customer,0.0,0.0,15.0,4161.0,QLD,7.0,42.0,9.0,2,7,2,7,1355.1299999999999,659.3657142857143,4870.349999999999,25,1,3,0,1,0,2,0,2,3,2,1,1,5,2,5,0,328,Diamond,4,4,Norco_Bicycles
Male,81.0,Quality Engineer,Manufacturing,High Net Worth,0.0,1.0,10.0,3023.0,VIC,7.0,66.0,5.0,4,7,4,7,1285.8457142857144,702.5128571428571,4083.33,98,3,0,1,1,1,1,0,0,7,0,2,0,5,2,3,2,319,Platinum,4,2,Giant_Bicycles
Female,63.0,Business Systems Development Analyst,Property,Mass Customer,0.0,1.0,18.0,2567.0,NSW,8.0,60.0,8.0,4,6,3,6,632.4966666666667,350.645,1691.1100000000001,9,1,0,2,2,0,1,0,1,5,0,1,2,3,1,4,1,324,Silver,3,5,OHM_Bicycles
Male,48.0,Teacher,Property,High Net Worth,0.0,1.0,8.0,2340.0,NSW,5.0,39.0,8.0,1,7,1,7,1033.34,581.5728571428572,3162.3700000000003,5,2,0,0,3,0,2,0,0,7,0,0,0,7,0,6,1,351,Gold,4,5,Solex
Female,27.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,11.0,2153.0,NSW,11.0,51.0,5.0,3,1,0,1,71.49,53.62,17.869999999999997,140,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,140,Bronze,1,1,Solex
Male,11.0,Speech Pathologist,Health,Affluent Customer,0.0,1.0,5.0,2177.0,NSW,8.0,27.0,7.0,0,3,0,3,1563.25,993.0433333333334,1710.62,18,1,1,0,0,1,0,0,0,3,0,1,0,2,1,1,1,230,Silver,1,4,Giant_Bicycles
Female,70.0,Research Associate,Manufacturing,Affluent Customer,0.0,1.0,12.0,2350.0,NSW,3.0,55.0,6.0,3,7,3,7,1152.8028571428572,881.2414285714285,1900.9299999999994,45,1,0,2,2,2,0,0,1,4,2,1,2,4,1,4,2,336,Silver,4,3,OHM_Bicycles
Male,53.0,Accountant III,Financial Services,Affluent Customer,0.0,0.0,13.0,4209.0,QLD,4.0,39.0,8.0,1,6,4,6,919.5816666666666,408.74499999999995,3065.02,14,2,0,0,2,1,1,0,1,4,1,0,1,5,2,4,0,313,Gold,3,5,Giant_Bicycles
Female,71.0,Associate Professor,Health,Mass Customer,0.0,1.0,16.0,2264.0,NSW,7.0,56.0,6.0,3,6,5,6,1524.1833333333334,753.7816666666666,4622.41,7,0,1,2,1,0,2,0,2,3,1,0,1,5,1,4,1,310,Diamond,3,5,OHM_Bicycles
Female,8.0,Senior Quality Engineer,Manufacturing,Affluent Customer,0.0,1.0,12.0,2046.0,NSW,11.0,31.0,9.0,1,11,7,11,1067.5490909090909,507.819090909091,6157.029999999999,22,5,0,0,3,1,2,0,2,8,1,3,0,8,3,7,1,335,Diamond,5,4,Giant_Bicycles
Female,13.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,1.0,20.0,2009.0,NSW,10.0,62.0,1.0,4,9,4,9,1316.6333333333334,655.5311111111109,5949.92,35,1,2,1,2,2,1,0,2,7,0,2,3,4,1,8,0,333,Diamond,5,3,Norco_Bicycles
Male,68.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,0.0,1.0,12.0,2785.0,NSW,7.0,53.0,4.0,3,5,3,5,1098.692,526.21,2862.4100000000003,40,2,0,1,2,0,0,0,1,4,0,1,0,4,1,3,1,259,Gold,2,3,Giant_Bicycles
U,14.0,Executive Secretary,IT,Mass Customer,0.0,1.0,13.0,2560.0,NSW,7.0,46.5,9.0,2,7,3,7,1117.1042857142859,615.4814285714285,3511.36,20,3,1,2,0,1,0,0,3,4,0,1,1,5,1,5,1,264,Platinum,4,4,Giant_Bicycles
Male,17.0,Software Engineer II,Financial Services,High Net Worth,0.0,1.0,2.0,2234.0,NSW,10.0,21.0,3.0,0,2,1,2,1679.435,719.995,1918.88,20,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,319,Silver,1,4,Giant_Bicycles
Female,43.0,Accounting Assistant I,Property,Affluent Customer,0.0,1.0,12.0,2207.0,NSW,8.0,55.0,3.0,3,7,3,7,1534.4514285714286,597.4142857142858,6559.26,43,1,1,2,1,0,2,0,0,6,1,3,0,4,2,5,0,274,Diamond,4,3,OHM_Bicycles
Male,41.0,Web Developer III,Manufacturing,Affluent Customer,0.0,0.0,2.0,2117.0,NSW,10.0,21.0,6.0,0,4,3,4,1385.8650000000002,309.9,4303.86,22,1,1,0,2,0,0,0,0,4,0,0,2,2,1,3,0,363,Platinum,1,4,Solex
Male,73.0,VP Marketing,Manufacturing,Mass Customer,0.0,1.0,16.0,2261.0,NSW,7.0,33.0,1.0,1,6,3,6,1105.5966666666666,598.13,3044.7999999999997,32,3,0,1,0,2,0,0,1,4,1,0,2,4,2,2,2,319,Gold,3,4,Giant_Bicycles
Female,33.0,Tax Accountant,Manufacturing,Mass Customer,0.0,1.0,16.0,3995.0,VIC,2.0,42.0,4.0,2,3,1,3,972.3066666666667,315.38,1970.7799999999997,117,0,1,0,2,0,0,0,0,3,0,0,1,2,0,3,0,296,Silver,1,1,Solex
Female,45.0,Assistant Professor,Manufacturing,High Net Worth,0.0,0.0,11.0,3351.0,VIC,5.0,40.0,4.0,2,4,3,4,604.7525,361.1175,974.54,19,0,2,1,0,1,0,2,0,2,0,0,2,2,0,3,1,354,Bronze,1,4,Norco_Bicycles
Female,91.0,Social Worker,Health,Mass Customer,0.0,1.0,14.0,4503.0,QLD,4.0,35.0,7.0,1,3,2,3,739.0200000000001,504.41,703.83,184,1,1,0,1,0,0,0,1,2,0,1,1,1,0,2,1,339,Bronze,1,1,Giant_Bicycles
Female,11.0,Chief Design Engineer,Manufacturing,Mass Customer,0.0,0.0,13.0,3029.0,VIC,7.0,49.0,7.0,2,13,4,12,1079.0061538461537,610.8530769230767,6085.99,3,3,1,2,4,0,3,0,1,11,1,4,0,9,2,9,2,360,Diamond,5,5,Solex
Male,12.0,Pharmacist,Health,Mass Customer,0.0,1.0,4.0,2323.0,NSW,9.0,22.0,8.0,0,4,3,4,1552.75,999.86,2211.5599999999995,57,0,0,2,0,2,0,0,2,2,0,0,0,4,1,1,2,324,Silver,1,3,OHM_Bicycles
Male,34.0,Pharmacist,Health,Mass Customer,0.0,1.0,4.0,3000.0,VIC,6.0,23.0,8.0,0,5,2,5,1227.952,602.298,3128.2700000000004,11,2,1,1,0,1,0,1,1,3,0,0,2,3,1,2,2,248,Gold,2,5,Giant_Bicycles
Female,0.0,VP Quality Control,Manufacturing,Mass Customer,0.0,0.0,5.0,3156.0,VIC,8.0,33.0,10.0,1,4,3,4,1223.7450000000001,612.4200000000001,2445.3,265,0,0,2,1,1,0,0,0,4,0,1,1,2,0,4,0,341,Gold,1,1,OHM_Bicycles
Male,1.0,Business Systems Development Analyst,Manufacturing,Affluent Customer,0.0,1.0,17.0,2214.0,NSW,9.0,47.0,11.0,2,6,3,6,1433.8366666666668,718.445,4292.35,35,3,0,1,0,0,2,0,2,4,0,0,2,4,2,3,1,363,Platinum,3,3,Giant_Bicycles
Male,42.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,1.0,13.0,4160.0,QLD,7.0,39.0,10.0,1,4,1,4,957.5025,285.9725,2686.12,150,0,0,1,1,0,2,0,0,4,0,1,1,2,0,4,0,343,Gold,1,1,WeareA2B
Female,76.0,Software Engineer III,Manufacturing,High Net Worth,0.0,0.0,12.0,2380.0,NSW,3.0,38.0,8.0,1,5,3,5,998.742,421.95,2883.96,59,0,0,1,3,0,1,0,1,3,1,0,2,3,1,4,0,348,Gold,2,3,Solex
Male,43.0,Health Coach IV,Health,Affluent Customer,0.0,0.0,11.0,2430.0,NSW,7.0,44.0,9.0,2,5,3,5,1549.4279999999999,450.32000000000005,5495.54,1,1,1,1,2,0,0,0,1,4,0,1,0,4,2,3,0,354,Diamond,2,5,Solex
Male,39.0,Business Systems Development Analyst,Health,Mass Customer,0.0,1.0,15.0,2462.0,NSW,2.0,32.0,8.0,1,2,0,2,958.74,748.9,419.68000000000006,14,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,245,Bronze,1,5,Norco_Bicycles
Female,37.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,19.0,3076.0,VIC,8.0,42.0,8.0,2,3,2,3,1740.6866666666667,227.19666666666663,4540.47,30,0,0,1,2,0,0,0,0,3,0,0,1,2,0,3,0,127,Diamond,1,4,Solex
Female,84.0,Business Systems Development Analyst,Health,High Net Worth,0.0,1.0,20.0,3015.0,VIC,9.0,46.0,10.0,2,4,0,4,1421.0725,694.2175,2907.42,32,1,1,0,1,0,1,0,1,3,0,0,0,4,2,2,0,350,Gold,1,4,Giant_Bicycles
Female,7.0,Assistant Media Planner,Entertainment,High Net Worth,0.0,0.0,8.0,2650.0,NSW,2.0,51.0,6.0,3,6,3,6,643.4416666666667,278.90833333333336,2187.2,12,0,2,1,1,0,2,0,1,4,1,1,0,5,3,2,1,333,Silver,3,5,Norco_Bicycles
Male,7.0,Developer IV,Manufacturing,Mass Customer,0.0,0.0,21.0,2000.0,NSW,8.0,40.0,10.0,2,11,5,11,882.42,373.74363636363637,5595.44,45,2,3,2,2,1,1,0,3,8,0,1,3,7,3,7,1,313,Diamond,5,3,Norco_Bicycles
Female,44.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,1.0,15.0,4670.0,QLD,1.0,57.0,9.0,3,4,2,4,1786.7150000000001,715.96,4283.02,1,1,0,1,0,0,2,0,0,4,0,1,0,3,0,3,1,328,Platinum,1,5,WeareA2B
Male,98.0,Internal Auditor,Retail,Mass Customer,0.0,0.0,13.0,3677.0,VIC,5.0,40.0,9.0,2,7,3,7,1174.3185714285714,624.5728571428572,3848.2200000000003,101,2,0,0,2,1,2,0,1,6,0,1,1,5,1,5,1,277,Platinum,4,2,Giant_Bicycles
Female,49.0,Administrative Assistant IV,Manufacturing,Mass Customer,0.0,1.0,20.0,2121.0,NSW,11.0,31.0,3.0,1,5,2,5,943.2279999999998,600.106,1715.6099999999997,57,0,1,2,2,0,0,0,2,2,1,1,1,3,1,4,0,309,Silver,2,3,OHM_Bicycles
Female,18.0,Engineer III,Health,Mass Customer,0.0,0.0,15.0,2107.0,NSW,11.0,44.0,4.0,2,5,1,5,565.668,336.798,1144.35,47,0,1,3,0,1,0,1,1,3,0,0,2,3,0,5,0,274,Bronze,2,3,OHM_Bicycles
Female,62.0,Junior Executive,Health,Affluent Customer,0.0,1.0,9.0,2007.0,NSW,11.0,51.0,8.0,3,9,2,9,1279.612222222222,446.68333333333334,7496.360000000001,29,3,0,1,3,1,1,0,0,7,2,0,0,9,4,5,0,281,Diamond,5,4,Giant_Bicycles
Female,48.0,Accountant II,Entertainment,Affluent Customer,0.0,1.0,6.0,3041.0,VIC,8.0,24.0,10.0,0,10,5,10,848.96,533.482,3154.7799999999997,17,0,2,0,3,5,0,0,3,7,0,1,2,7,0,8,2,346,Gold,5,4,Trek_Bicycles
